School_Name,School_year,K_12_enrollment,Percent_complete_for_all_immunizations,Percent_with_any_exemption,Percent_with_medical_exemption,Percent_with_personal_exemption,Percent_with_religious_exemption,Percent_with_religious_membership_exemption,Percent_exempt_for_diphtheria_tetanus,Percent_exempt_for_pertussis,Percent_exempt_for_measles_mumps_rubella,Percent_exempt_for_polio,Percent_exempt_for_HepatitisB,Percent_exempt_for_varicella,Number_complete_for_all_immunizations,Number_with_any_exemption,Number_with_medical_exemption,Number_with_personal_exemption,Number_with_religious_exemption,Number_with_religious_membership_exemption,Number_exempt_for_diphtheria_tetanus,Number_exempt_for_pertussis,Number_exempt_for_measles_mumps_rubella,Number_exempt_for_polio,Number_exempt_for_HepatitisB,Number_exempt_for_varicella,Reported,School_District,Address,City,County,ESD,Grade_Levels,Has_kindergarten,Has_6thGrade
ST. VINCENT DE PAUL SCHOOL,2015-16,224,99.6,0.4,0.4,0,0,0,0,0,0,0,0.4,0,223,1,1,0,0,0,0,0,0,0,1,0,Y,FEDERAL WAY SCHOOL DISTRICT,30527 8TH AVE S,FEDERAL WAY,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K-8,Y,Y
STADIUM HIGH SCHOOL,2015-16,1569,95,3.4,0.4,2.7,0.3,0,1.3,2,1.5,1.8,1.7,1.5,1490,53,7,42,5,0,21,31,24,28,27,23,Y,TACOMA SCHOOL DISTRICT,111 N E ST,TACOMA,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,N,N
STAHL JUNIOR HIGH,2015-16,859,96.2,3.7,0.8,2.7,0.1,0.1,1.5,2.1,1.4,1,1.3,2,826,32,7,23,1,1,13,18,12,9,11,17,Y,PUYALLUP SCHOOL DISTRICT,9610 168TH ST E,PUYALLUP,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,7-9,N,N
STAHLVILLE SCHOOL,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,N,ODESSA SCHOOL DISTRICT,33 E SNOWDEN RD,ODESSA,LINCOLN,EDUCATIONAL SERVICE DISTRICT 101,K-12,Y,Y
STANLEY ELEMENTARY SCHOOL,2015-16,311,84.2,2.6,0.3,1.6,0.6,0,2.6,2.6,2.6,2.6,2.6,2.6,262,8,1,5,2,0,8,8,8,8,8,8,Y,TACOMA SCHOOL DISTRICT,1712 S 17TH ST,TACOMA,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,Y,N
STANTON ALTERNATIVE SCHOOL,2015-16,307,99,1,0,1,0,0,0.7,0.7,0.3,0.3,0.7,0,304,3,0,3,0,0,2,2,1,1,2,0,Y,YAKIMA SCHOOL DISTRICT,901 W WHITMAN ST,YAKIMA,YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,9-12,N,N
STANWOOD ELEMENTARY SCHOOL,2015-16,372,88.4,6.5,2.2,4.3,0.3,0,4,4.6,5.1,4.6,4.3,5.9,329,24,8,16,1,0,15,17,19,17,16,22,Y,STANWOOD-CAMANO SCHOOL DISTRICT,10227 273RD PL NW,STANWOOD,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,PK-5,Y,N
STANWOOD HIGH SCHOOL,2015-16,1408,93.6,5.7,0.4,5.2,0.3,0,3.8,3.3,4,2.8,3.8,0,1318,80,6,73,4,0,54,46,56,40,54,0,Y,STANWOOD-CAMANO SCHOOL DISTRICT,7400 272ND ST NW,STANWOOD,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,9-12,N,N
STANWOOD MIDDLE SCHOOL,2015-16,482,79.9,10,1.2,8.5,0.2,0,4.6,3.9,4.6,5,5.4,7.7,385,48,6,41,1,0,22,19,22,24,26,37,Y,STANWOOD-CAMANO SCHOOL DISTRICT,9405 271ST ST NW,STANWOOD,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,6-8,N,Y
STAR ELEM SCHOOL,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,N,STAR SCHOOL DISTRICT,P. O. BOX 1482,RICHLAND,BENTON,EDUCATIONAL SERVICE DISTRICT 123,2-5,N,N
STAR LAKE ELEMENTARY SCHOOL,2015-16,451,91.4,1.3,0.2,0.9,0.2,0,0.7,0.7,1.1,0.9,0.7,1.3,412,6,1,4,1,0,3,3,5,4,3,6,Y,FEDERAL WAY SCHOOL DISTRICT,4014 S 270TH,KENT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,Y,N
STARBUCK SCHOOL,2015-16,31,100,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,Y,STARBUCK SCHOOL DISTRICT,717 TUCANNON ST,STARBUCK,COLUMBIA,EDUCATIONAL SERVICE DISTRICT 123,K-8,Y,Y
STATE STREET HIGH SCHOOL,2015-16,159,87.4,10.7,1.3,10.1,0,0,8.8,8.8,5.7,1.9,5,0,139,17,2,16,0,0,14,14,9,3,8,0,Y,SEDRO-WOOLLEY SCHOOL DISTRICT,800 STATE STREET,SEDRO-WOOLLEY,SKAGIT,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,9-12,N,N
STEHEKIN ELEMENTARY,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,N,STEHEKIN SCHOOL DISTRICT,PO BOX 37,STEHEKIN,CHELAN,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,K -8,Y,Y
STEILACOOM HIGH,2015-16,917,97.4,2.4,0.2,2.1,0,0.1,1.5,1.1,1,1.1,1.6,0,893,22,2,19,0,1,14,10,9,10,15,0,Y,STEILACOOM HIST. SCHOOL DISTRICT,54 SENTINEL DRIVE,STEILACOOM,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,N,N
STELLA MARIS ACADEMY,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,N,EDMONDS SCHOOL DISTRICT,520 NE RAVENNA BLVD,EDMONDS,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,P-8,Y,Y
STELLA SCHOLA,2015-16,90,87.8,6.7,2.2,5.6,0,0,1.1,1.1,4.4,3.3,1.1,4.4,79,6,2,5,0,0,1,1,4,3,1,4,Y,LAKE WASHINGTON SCHOOL DISTRICT,13505 NE 75TH STREET,REDMOND,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,6-8,N,Y
STEM,2015-16,560,95.4,3.9,0.7,2.9,0.4,0,1.8,1.8,1.4,1.4,2.5,0,534,22,4,16,2,0,10,10,8,8,14,0,Y,LAKE WASHINGTON SCHOOL DISTRICT,400 228TH AVENUE NE,SAMMAMISH,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,N,N
STEPTOE ELEMENTARY SCHOOL,2015-16,42,97.6,2.4,0,2.4,0,0,2.4,2.4,2.4,2.4,2.4,2.4,41,1,0,1,0,0,1,1,1,1,1,1,Y,STEPTOE SCHOOL DISTRICT,PO BOX 138,STEPTOE,WHITMAN,EDUCATIONAL SERVICE DISTRICT 101,PK-8,Y,Y
STERLING INTERMEDIATE SCHOOL,2015-16,845,98.7,1.3,0.5,0.8,0,0,0.2,0.2,0.8,0.6,1.1,0.8,834,11,4,7,0,0,2,2,7,5,9,7,Y,EASTMONT SCHOOL DISTRICT,600 N. JAMES AVE.,EAST WENATCHEE,DOUGLAS,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,K-7,Y,Y
STEVENS ELEMENTARY,2015-16,488,93.4,4.7,2,2.5,0.6,0,2.7,2.7,2.3,1.8,2.5,2.9,456,23,10,12,3,0,13,13,11,9,12,14,Y,SPOKANE SCHOOL DISTRICT,1717 E SINTO AVE,SPOKANE,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,PK-6,Y,Y
STEVENS ELEMENTARY SCHOOL,2015-16,335,84.5,3.6,1.8,2.7,0,0,0.9,0.9,0.9,2.1,3.3,1.5,283,12,6,9,0,0,3,3,3,7,11,5,Y,SEATTLE PUBLIC SCHOOLS,1242 18 AV E,SEATTLE,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N
STEVENS ELEMENTARY SCHOOL,2015-16,475,93.9,0.6,0.2,0.4,0,0,0.6,0.6,0.6,0.6,0.6,0.6,446,3,1,2,0,0,3,3,3,3,3,3,Y,ABERDEEN SCHOOL DISTRICT,301 S. FARRAGUT,ABERDEEN,GRAYS HARBOR,EDUCATIONAL SERVICE DISTRICT 113,PK-6,Y,Y
STEVENS MIDDLE SCHOOL,2015-16,556,86.5,9,1.3,7.4,0.9,0,4,3.1,3.2,3.4,4.5,6.5,481,50,7,41,5,0,22,17,18,19,25,36,Y,PORT ANGELES SCHOOL DISTRICT,1139 W 14TH ST,PORT ANGELES,CLALLAM,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,7-8,N,N
STEVENS MIDDLE SCHOOL,2015-16,652,98.8,0.2,0,0.2,0,0,0.2,0.2,0.2,0.2,0.2,0,644,1,0,1,0,0,1,1,1,1,1,0,Y,PASCO SCHOOL DISTRICT,1120 N 22ND AVENUE,PASCO,FRANKLIN,EDUCATIONAL SERVICE DISTRICT 123,6-8,N,Y
STEVENSON ELEMENTARY,2015-16,197,89.3,7.1,2,3,1,1,4.1,4.1,3.6,5.6,3,5.1,176,14,4,6,2,2,8,8,7,11,6,10,Y,STEVENSON-CARSON SCHOOL DISTRICT,P.O. BOX 850,STEVENSON,SKAMANIA,EDUCATIONAL SERVICE DISTRICT 112,K -2,Y,N
STEVENSON ELEMENTARY,2015-16,502,86.3,4.4,1.2,3.4,0,0,1.4,1.4,1,1,1.8,2.8,433,22,6,17,0,0,7,7,5,5,9,14,Y,BELLEVUE SCHOOL DISTRICT,14220 NE 8TH STREET,BELLEVUE,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N
STEVENSON HIGH SCHOOL,2015-16,315,81,10.8,0,9.5,1.3,0,7.6,7,5.7,6.3,3.8,0,255,34,0,30,4,0,24,22,18,20,12,0,Y,STEVENSON-CARSON SCHOOL DISTRICT,P.O. BOX 850,STEVENSON,SKAMANIA,EDUCATIONAL SERVICE DISTRICT 112,9-12,N,N
STEWART ELEMENTARY,2015-16,327,95.4,4,0.3,3.1,0.6,0,2.8,0.6,2.8,2.4,2.1,3.1,312,13,1,10,2,0,9,2,9,8,7,10,Y,PUYALLUP SCHOOL DISTRICT,426 4TH AVE NE,PUYALLUP,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-6,Y,Y
STEWART MIDDLE SCHOOL,2015-16,330,96.4,2.7,0,1.8,0,0.9,0.9,1.8,0.9,0.9,1.5,1.2,318,9,0,6,0,3,3,6,3,3,5,4,Y,TACOMA SCHOOL DISTRICT,5010 PACIFIC AVE,TACOMA,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,6-8,N,Y
STILLAGUAMISH SCHOOL,2015-16,154,58.4,26,0.6,24,1.3,0,21.4,18.8,20.8,18.8,18.8,12.3,90,40,1,37,2,0,33,29,32,29,29,19,Y,ARLINGTON SCHOOL DISTRICT,1215 E 5TH,ARLINGTON,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -12,Y,Y
STILLPOINT SCHOOL,2015-16,14,92.9,7.1,0,7.1,0,0,7.1,7.1,7.1,7.1,7.1,7.1,13,1,0,1,0,0,1,1,1,1,1,1,Y,SAN JUAN ISLAND SCHOOL DISTRICT,775 PARK ST,FRIDAY HARBOR,SAN JUAN,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K-6,Y,Y
STILLWATER ELEMENTARY,2015-16,463,83.8,11.2,0.4,10.8,0,0,4.3,4.3,6,5.2,5.8,8.9,388,52,2,50,0,0,20,20,28,24,27,41,Y,RIVERVIEW SCHOOL DISTRICT,11530 320TH AVE NE,CARNATION,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N
STRATTON ELEMENTARY,2015-16,379,64.9,19.8,8.4,11.1,0.5,0.3,8.2,8.2,9.5,8.4,8.2,19.3,246,75,32,42,2,1,31,31,36,32,31,73,Y,NEWPORT SCHOOL DISTRICT,P. O. BOX 70,NEWPORT,PEND OREILLE,EDUCATIONAL SERVICE DISTRICT 101,PK-4,Y,N
SULAMITA CHRISTIAN SCHOOL,2015-16,114,62.3,37.7,0,0,37.7,0,37.7,37.7,30.7,37.7,37.7,30.7,71,43,0,0,43,0,43,43,35,43,43,35,Y,MUKILTEO SCHOOL DISTRICT,12420 EVERGREEN DR,MUKILTEO,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,PK-12,Y,Y
SULTAN ELEMENTARY SCHOOL,2015-16,563,80.6,5.9,0.5,3.9,1.4,0,4.4,4.4,4.6,4.4,3.6,5.5,454,33,3,22,8,0,25,25,26,25,20,31,Y,SULTAN SCHOOL DISTRICT,501 DATE ST,SULTAN,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -5,Y,N
SULTAN MIDDLE SCHOOL,2015-16,454,32.4,9,0.4,0.9,7.7,0,6.8,6.8,7.5,6.4,5.7,6.8,147,41,2,4,35,0,31,31,34,29,26,31,Y,SULTAN SCHOOL DISTRICT,301 HIGH AVE.,SULTAN,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,6-8,N,Y
SULTAN SENIOR HIGH SCHOOL,2015-16,557,69.7,7.9,0,5.7,2.2,0,6.8,6.8,6.1,5.9,5.2,1.4,388,44,0,32,12,0,38,38,34,33,29,8,Y,SULTAN SCHOOL DISTRICT,13715 310TH AVE S.E.,SULTAN,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,9-12,N,N
SUMAS ELEMENTARY,2015-16,220,90,3.6,0.9,2.7,0.5,0,2.3,2.3,2.3,2.7,1.4,2.7,198,8,2,6,1,0,5,5,5,6,3,6,Y,NOOKSACK VALLEY SCHOOL DISTRICT,1024 LAWSON ST,SUMAS,WHATCOM,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,PK-5,Y,N
SUMMIT ACADEMY,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,N,STANWOOD-CAMANO SCHOOL DISTRICT,7430 276TH ST NW,STANWOOD,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K-6,Y,Y
SUMMIT CLASSICAL CHRISTIAN SCHOOL,2015-16,84,71.4,22.6,3.6,19,0,0,16.7,16.7,19,17.9,15.5,19,60,19,3,16,0,0,14,14,16,15,13,16,Y,SNOQUALMIE VALLEY SCHOOL DISTRICT,1556 BOALCH AVE NW,NORTH BEND,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K-4,Y,N
SUMMIT PUBLIC CHARTER SCHOOL OLYMPUS,2015-16,102,96.1,2,0,2,0,0,2,2,2,2,2,2,98,2,0,2,0,0,2,2,2,2,2,2,Y,TACOMA SCHOOL DISTRICT,409 PUYALLUP AVE,TACOMA,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9,N,N
SUMMIT PUBLIC CHARTER SCHOOL SIERRA,2015-16,111,96.4,0.9,0,0.9,0,0,0.9,0.9,0.9,0.9,0.9,0.9,107,1,0,1,0,0,1,1,1,1,1,1,Y,SEATTLE PUBLIC SCHOOLS,1025 S KING ST,SEATTLE,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9,N,N
SUMMIT SCHOOL,2015-16,346,88.7,9.2,0.6,8.7,0,0,4,4,4.3,3.8,5.5,7.5,307,32,2,30,0,0,14,14,15,13,19,26,Y,CENTRAL VALLEY SCHOOL DISTRICT,612 S MCDONALD,SPOKANE VALLEY,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,K -8,Y,Y
SUMMIT VALLEY SCHOOL,2015-16,62,59.7,35.5,6.5,24.2,0,4.8,24.2,24.2,27.4,22.6,21,37.1,37,22,4,15,0,3,15,15,17,14,13,23,Y,SUMMIT VALLEY SCHOOL DISTRICT,2360 ADDY-GIFFORD ROAD,ADDY,STEVENS,EDUCATIONAL SERVICE DISTRICT 101,PK-8,Y,Y
SUMMIT VIEW HIGH SCHOOL,2015-16,408,82.1,16.4,1.2,12,1,2.5,14.2,14,7.6,5.9,6.9,0,335,67,5,49,4,10,58,57,31,24,28,0,Y,BATTLE GROUND SCHOOL DISTRICT,PO BOX 200,BATTLE GROUND,CLARK,EDUCATIONAL SERVICE DISTRICT 112,9-12,N,N
SUMMITVIEW ELEMENTARY,2015-16,325,97.5,1.8,0.9,1.2,0,0,1.5,1.5,1.5,1.5,1.2,1.2,317,6,3,4,0,0,5,5,5,5,4,4,Y,WEST VALLEY SCHOOL DISTRICT (YAKIMA),6305 W CHESTNUT AVE,YAKIMA,YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,K -4,Y,N
SUMNER HIGH SCHOOL,2015-16,1922,92,5.5,0.8,4.3,0.5,0.1,3.7,3.5,3.3,2.8,3.3,0,1769,106,15,82,10,1,71,68,64,53,64,0,Y,SUMNER SCHOOL DISTRICT,1707 MAIN ST,SUMNER,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,N,N
SUMNER MIDDLE SCHOOL,2015-16,703,87.2,6.1,1.1,5,0.3,0,3.4,3.1,3.1,3.1,2,4.7,613,43,8,35,2,0,24,22,22,22,14,33,Y,SUMNER SCHOOL DISTRICT,1508 WILLOW,SUMNER,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,6-8,N,Y
SUN VALLEY ELEMENTARY,2015-16,522,97.5,0.8,0,0.8,0,0,0.6,0.6,0.8,0.8,0.6,0.8,509,4,0,4,0,0,3,3,4,4,3,4,Y,SUNNYSIDE SCHOOL DISTRICT,1220 N. 16TH STREET,SUNNYSIDE,YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,K -K,Y,N
SUNFIELD WALDORF SCHOOL,2015-16,87,37.9,37.9,1.1,35.6,0,1.1,31,31,32.2,32.2,32.2,35.6,33,33,1,31,0,1,27,27,28,28,28,31,Y,CHIMACUM SCHOOL DISTRICT,111 SUNFIELD LN,PORT HADLOCK,JEFFERSON,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,P-8,Y,Y
SUNNY HILLS ELEMENTARY,2015-16,610,97.2,1.8,0.7,0.7,0.3,0.2,1.1,1.3,1.3,1.1,1.3,1.5,593,11,4,4,2,1,7,8,8,7,8,9,Y,ISSAQUAH SCHOOL DISTRICT,3200 ISSAQUAH-PINE LAKE RD SE,SAMMAMISH,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N
SUNNYCREST ELEMENTARY SCHOOL,2015-16,618,90.3,1.8,0.2,1.5,0,0.2,1.1,1.1,1.1,1.5,1.5,1.5,558,11,1,9,0,1,7,7,7,9,9,9,Y,FEDERAL WAY SCHOOL DISTRICT,24629 42ND AV S,KENT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,Y,N
SUNNYCREST ELEMENTARY SCHOOL,2015-16,753,94.4,3.7,0.8,2.8,0,0.1,2.8,2.7,2.7,2.7,2.8,3.1,711,28,6,21,0,1,21,20,20,20,21,23,Y,LAKE STEVENS SCHOOL DISTRICT,3411 99TH AVE NE,LAKE STEVENS,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,PK-5,Y,N
SUNNYLAND ELEMENTARY SCHOOL,2015-16,304,86.5,9.9,2,8.2,0,0,7.9,7.9,6.9,7.2,9.2,7.6,263,30,6,25,0,0,24,24,21,22,28,23,Y,BELLINGHAM SCHOOL DISTRICT,2800 JAMES ST,BELLINGHAM,WHATCOM,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,PK-5,Y,N
SUNNYSIDE CHRISTIAN SCHOOL,2015-16,173,94.8,5.2,0,5.2,0,0,4,4,4,4,2.9,4.6,164,9,0,9,0,0,7,7,7,7,5,8,Y,SUNNYSIDE SCHOOL DISTRICT,811 NORTH AVE,SUNNYSIDE,YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,P-8,Y,Y
SUNNYSIDE CHRISTIAN SCHOOL (2ND LOCATION),2015-16,67,95.5,4.5,0,4.5,0,0,3,3,3,3,3,4.5,64,3,0,3,0,0,2,2,2,2,2,3,Y,SUNNYSIDE SCHOOL DISTRICT,1820 SHELLER RD,SUNNYSIDE,YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,9-12,N,N
SUNNYSIDE ELEMENTARY,2015-16,444,91,4.3,0.2,4.1,0.2,0,3.4,3.4,3.8,3.6,2.9,3.8,404,19,1,18,1,0,15,15,17,16,13,17,Y,PULLMAN SCHOOL DISTRICT,425 SW SHIRLEY,PULLMAN,WHITMAN,EDUCATIONAL SERVICE DISTRICT 101,PK-5,Y,N
SUNNYSIDE ELEMENTARY,2015-16,514,94.7,4.5,1.6,2.5,0.6,0,3.3,3.1,3.3,3.3,2.9,4.1,487,23,8,13,3,0,17,16,17,17,15,21,Y,MARYSVILLE SCHOOL DISTRICT,3707 SUNNYSIDE BLVD,MARYSVILLE,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -5,Y,N
SUNNYSIDE HIGH SCHOOL,2015-16,1913,99.7,0.3,0.1,0.1,0.1,0,0.2,0.2,0.1,0.1,0.1,0.1,1908,5,2,2,1,0,3,3,1,1,2,2,Y,SUNNYSIDE SCHOOL DISTRICT,1110 S. 6TH STREET,SUNNYSIDE,YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,9-12,N,N
SUNNYSLOPE ELEMENTARY SCHOOL,2015-16,314,96.5,3.5,0.3,3.2,0,0,1.6,1.6,2.2,2.5,1.6,1.9,303,11,1,10,0,0,5,5,7,8,5,6,Y,WENATCHEE SCHOOL DISTRICT,3109 SCHOOL STREET,WENATCHEE,CHELAN,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,K -5,Y,N
SUNNYSLOPE ELEMENTARY SCHOOL,2015-16,507,96.1,2.4,0,2.4,0,0,1.6,1.6,1.4,1.6,1.8,1.8,487,12,0,12,0,0,8,8,7,8,9,9,Y,SOUTH KITSAP SCHOOL DISTRICT,4183 SUNNYSLOPE RD SW,PORT ORCHARD,KITSAP,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,K -6,Y,Y
SUNRISE BEACH SCHOOL,2015-16,29,96.6,3.4,0,0,3.4,0,3.4,3.4,3.4,3.4,3.4,3.4,28,1,0,0,1,0,1,1,1,1,1,1,Y,GRIFFIN SCHOOL DISTRICT,1601 NORTH STREET,OLYMPIA,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,P-12,Y,Y
SUNRISE ELEMENTARY,2015-16,398,91.2,6.8,0.8,6,0,0,3,3,3.5,2.8,4.3,3.8,363,27,3,24,0,0,12,12,14,11,17,15,Y,NORTHSHORE SCHOOL DISTRICT,14075 172 AV NE,REDMOND,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -6,Y,Y
SUNRISE ELEMENTARY,2015-16,425,87.3,6.1,1.6,4.7,0,0,3.5,3.8,3.8,4,3.5,5.2,371,26,7,20,0,0,15,16,16,17,15,22,Y,ENUMCLAW SCHOOL DISTRICT,899 OSCEOLA AT 244TH AVE SE,ENUMCLAW,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N
SUNRISE ELEMENTARY,2015-16,498,93.4,3.8,0.6,3.2,0,0,1.8,0.8,2.2,2,2,3.2,465,19,3,16,0,0,9,4,11,10,10,16,Y,PUYALLUP SCHOOL DISTRICT,2323 39TH AVE SE,PUYALLUP,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-6,Y,Y
SUNRISE ELEMENTARY,2015-16,586,94.4,4.8,0.9,3.6,0.3,0,3.1,1.5,3.1,3.1,2.7,3.4,553,28,5,21,2,0,18,9,18,18,16,20,Y,CENTRAL VALLEY SCHOOL DISTRICT,14603 E. 24TH AVE.,VERADALE,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,PK-5,Y,N
SUNRISE ELEMENTARY SCHOOL,2015-16,563,93.8,3.2,0.4,2.7,0.4,0,2.3,2.3,2.5,2.5,2.1,2.8,528,18,2,15,2,0,13,13,14,14,12,16,Y,KENT SCHOOL DISTRICT,22300 132ND AVE SE,KENT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -6,Y,Y
SUNSET ELEMENTARY,2015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,ISSAQUAH SCHOOL DISTRICT,4229 WEST LAKE SAMM PARKWAY SE,BELLEVUE,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,Y,N
SUNSET ELEMENTARY,2015-16,381,88.5,3.4,1.3,1.8,0.3,0,2.4,2.4,2.9,2.4,2.4,2.9,337,13,5,7,1,0,9,9,11,9,9,11,Y,CHENEY SCHOOL DISTRICT,12824 W 12TH ST,AIRWAY HEIGHTS,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,PK-5,Y,N
SUNSET ELEMENTARY,2015-16,603,94.4,4.6,1.3,3.2,0.2,0,0.7,1,1.5,0.5,3,1.8,569,28,8,19,1,0,4,6,9,3,18,11,Y,ISSAQUAH SCHOOL DISTRICT,4229 W LAKE SAMM PKWY SE,BELLEVUE,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,Y,N
SUNSET ELEMENTARY SCHOOL,2015-16,553,71.4,11.4,0.5,9.2,1.1,0.5,10.1,10.1,11,10.1,9,11.6,395,63,3,51,6,3,56,56,61,56,50,64,Y,EVERGREEN SCHOOL DISTRICT (CLARK),9001 NE 95TH STREET,VANCOUVER,CLARK,EDUCATIONAL SERVICE DISTRICT 112,K -5,Y,N
SUNSET PRIMARY,2015-16,409,94.4,4.4,1,2.9,0,0.5,3.4,3.7,3.7,3.9,2.7,4.2,386,18,4,12,0,2,14,15,15,16,11,17,Y,UNIVERSITY PLACE SCHOOL DISTRICT,4523 97TH AVE W,UNIVERSITY PLACE,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -4,Y,N
SUNSET VIEW ELEMENTARY SCHOOL,2015-16,551,97.5,2.5,0.5,1.8,0.2,0.2,1.1,1.1,1.5,1.3,1.1,1.6,537,14,3,10,1,1,6,6,8,7,6,9,Y,KENNEWICK SCHOOL DISTRICT,711 NORTH CENTER PARKWAY,KENNEWICK,BENTON,EDUCATIONAL SERVICE DISTRICT 123,K -5,Y,N
SUNSHINE MOUNTAIN CHRISTIAN,2015-16,30,93.3,6.7,0,6.7,0,0,6.7,6.7,6.7,6.7,6.7,6.7,28,2,0,2,0,0,2,2,2,2,2,2,Y,KENT SCHOOL DISTRICT,25125 132ND AVE SE,KENT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-K,Y,N
SUQUAMISH ELEMENTARY SCHOOL,2015-16,382,91.9,6.8,1.8,4.2,0.8,0,4.2,4.2,3.4,5,4.2,5.2,351,26,7,16,3,0,16,16,13,19,16,20,Y,NORTH KITSAP SCHOOL DISTRICT,18950 PARK AVE NE,SUQUAMISH,KITSAP,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,K -5,Y,N
SURPRISE LAKE MIDDLE SCHOOL,2015-16,577,95.1,4.9,0.2,4.5,0.2,0,3.5,3.5,2.8,2.4,2.8,3.5,549,28,1,26,1,0,20,20,16,14,16,20,Y,FIFE SCHOOL DISTRICT,2001 MILTON WAY,MILTON,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,6-7,N,Y
